DecayParticle1_Name DecayParticle1_Boson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_Boson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
Z 1 91.2 162.31 7 133 -17 Z 1 91.2 127.838 64 -35 -52
b_quark 0 4.18 34.0363 15 -30 -4 b_quark 0 4.18 155.021 -95 83 90
b_quark 0 4.18 317.927 220 -198 116 b_quark 0 4.18 225.647 -123 147 -119
b_quark 0 4.18 61.1839 51 15 30 b_quark 0 4.18 94.5858 -18 -69 -62
b_quark 0 4.18 91.665 -25 88 4 b_quark 0 4.18 140.422 112 -74 -41
W+ 1 80.4 170.359 -30 133 -63 W- 1 80.4 165.476 51 -131 -34
W+ 1 80.4 139.561 111 -26 -4 W- 1 80.4 155.397 -78 92 56
b_quark 0 4.18 156.379 2 -153 -32 b_quark 0 4.18 111.85 27 108 -10
W+ 1 80.4 210.469 -10 22 193 W- 1 80.4 186.928 -85 -33 -142
b_quark 0 4.18 105.506 17 99 32 b_quark 0 4.18 159.162 -95 -51 -117
b_quark 0 4.18 151.676 -66 -26 134 b_quark 0 4.18 138.732 -27 -40 -130
b_quark 0 4.18 159.983 95 26 -126 b_quark 0 4.18 112.492 -51 44 90
b_quark 0 4.18 115.929 -37 -103 38 b_quark 0 4.18 158.378 -51 136 -63
W+ 1 80.4 181.687 64 -133 -69 W- 1 80.4 131.416 -17 41 94
b_quark 0 4.18 151.952 -12 -32 148 b_quark 0 4.18 111.362 28 -56 -92
b_quark 0 4.18 138.645 -41 118 -60 b_quark 0 4.18 134.162 61 -55 106
b_quark 0 4.18 122.664 1 -102 68 b_quark 0 4.18 151.893 -21 137 -62
b_quark 0 4.18 255.052 116 67 217 b_quark 0 4.18 168.602 -19 -108 -128
W+ 1 80.4 147.473 -104 -42 52 W- 1 80.4 108.029 66 3 -29
b_quark 0 4.18 201.565 49 -193 -31 b_quark 0 4.18 203.695 -145 143 0
b_quark 0 4.18 122.754 -17 11 121 b_quark 0 4.18 131.733 -28 26 -126
b_quark 0 4.18 232.892 34 99 208 b_quark 0 4.18 139.278 6 -72 -119
b_quark 0 4.18 236.371 37 -122 -199 b_quark 0 4.18 146.176 -93 50 101
W+ 1 80.4 263.504 239 68 -35 W- 1 80.4 235.816 -146 -135 98
b_quark 0 4.18 270.066 170 -53 203 b_quark 0 4.18 185.552 -150 -26 -106
b_quark 0 4.18 208.249 109 -163 70 b_quark 0 4.18 158.198 -135 72 -40
b_quark 0 4.18 201.163 -172 -7 104 b_quark 0 4.18 177.549 109 -44 -133
b_quark 0 4.18 234.509 -36 -100 209 b_quark 0 4.18 168.388 -12 88 -143
b_quark 0 4.18 107.166 53 93 -3 b_quark 0 4.18 109.501 -97 -50 8
b_quark 0 4.18 175.95 -66 128 -101 b_quark 0 4.18 197.171 149 -127 23
W+ 1 80.4 117.363 54 37 55 W- 1 80.4 159.957 -137 -17 -8
b_quark 0 4.18 228.378 177 -101 103 b_quark 0 4.18 161.961 -137 86 -7
b_quark 0 4.18 208.133 -106 -5 -179 b_quark 0 4.18 163.204 55 92 123
b_quark 0 4.18 158.639 91 -128 -22 b_quark 0 4.18 88.6255 0 59 66
W+ 1 80.4 118.563 -52 20 67 W- 1 80.4 148.839 92 -40 -75
b_quark 0 4.18 153.68 -52 36 140 b_quark 0 4.18 194.38 150 25 -121
b_quark 0 4.18 61.4449 -58 15 -13 b_quark 0 4.18 56.031 -27 -37 32
b_quark 0 4.18 159.792 -54 -114 98 b_quark 0 4.18 138.512 -36 84 -104
tau+ 0 1.78 174.632 -96 114 -91 tau- 0 1.78 199.005 68 -140 124
W+ 1 80.4 186.264 -70 107 -109 W- 1 80.4 163.93 -11 -88 112
b_quark 0 4.18 76.3313 -70 3 30 b_quark 0 4.18 141.048 81 -50 -104
b_quark 0 4.18 139.494 -44 111 -72 b_quark 0 4.18 138.602 13 -120 68
b_quark 0 4.18 167.175 -40 41 157 b_quark 0 4.18 107.161 -29 40 -95
b_quark 0 4.18 173.544 -160 -30 -60 b_quark 0 4.18 113.747 91 -4 68
b_quark 0 4.18 102.949 41 50 -80 b_quark 0 4.18 75.3092 -73 17 -6
W+ 1 80.4 108.964 -53 46 22 W- 1 80.4 219.989 147 -141 -21
b_quark 0 4.18 222.456 -67 58 204 b_quark 0 4.18 188.166 -18 -116 -147
b_quark 0 4.18 306.417 119 -192 207 b_quark 0 4.18 211.108 -88 142 -129
b_quark 0 4.18 250.804 95 182 -144 b_quark 0 4.18 188.225 -15 -119 145
b_quark 0 4.18 109.647 -103 10 36 b_quark 0 4.18 102.696 94 18 -37
b_quark 0 4.18 82.9848 -63 -52 14 b_quark 0 4.18 149.968 -4 149 16
Z 1 91.2 223.066 -44 -137 -144 Z 1 91.2 140.052 -40 81 56
W+ 1 80.4 116.894 -60 36 -48 W- 1 80.4 156.838 -18 -77 109
W+ 1 80.4 202.211 -136 -77 -100 W- 1 80.4 153.027 118 -23 50
W+ 1 80.4 108.195 -45 56 -9 W- 1 80.4 187.153 140 -49 -81
b_quark 0 4.18 91.4684 56 -37 62 b_quark 0 4.18 148.278 -125 -38 -70
b_quark 0 4.18 46.5131 45 -11 0 b_quark 0 4.18 63.0434 25 56 14
W+ 1 80.4 112.335 49 -27 -55 W- 1 80.4 191.878 -137 72 80
b_quark 0 4.18 44.48 31 26 -18 b_quark 0 4.18 108.906 -59 -9 91
b_quark 0 4.18 257.137 157 -122 -163 b_quark 0 4.18 187.86 -107 65 140
W+ 1 80.4 220.268 -95 127 -130 W- 1 80.4 188.569 113 -49 118
tau+ 0 1.78 60.6974 -11 -14 -58 tau- 0 1.78 70.832 -26 -57 33
W+ 1 80.4 160.652 72 105 56 W- 1 80.4 221.5 -73 -135 -138
b_quark 0 4.18 204.847 -107 -60 164 b_quark 0 4.18 176.2 104 98 -103
W+ 1 80.4 188.256 -28 -36 164 W- 1 80.4 152.899 7 113 -64
tau+ 0 1.78 146.773 -69 -73 107 tau- 0 1.78 166.247 85 57 -131
b_quark 0 4.18 307.071 225 111 -177 b_quark 0 4.18 196.121 -149 -57 114
W+ 1 80.4 187.174 -169 0 -3 W- 1 80.4 143.2 89 45 64
b_quark 0 4.18 163.204 -39 76 -139 b_quark 0 4.18 131.527 103 -63 52
b_quark 0 4.18 211.649 64 -89 181 b_quark 0 4.18 119.672 -76 28 -88
b_quark 0 4.18 277.666 -224 -133 -96 b_quark 0 4.18 227.305 144 115 133
b_quark 0 4.18 278.495 -123 -202 147 b_quark 0 4.18 178.414 98 121 -87
b_quark 0 4.18 224.097 64 185 -109 b_quark 0 4.18 135.634 -15 -123 55
b_quark 0 4.18 137.417 -61 112 51 b_quark 0 4.18 106.402 82 -56 -38
b_quark 0 4.18 143.849 -143 1 15 b_quark 0 4.18 119.052 86 62 54
b_quark 0 4.18 176.668 -145 -13 100 b_quark 0 4.18 130.474 102 -79 -19
b_quark 0 4.18 255.457 94 194 137 b_quark 0 4.18 188.845 -142 -116 -45
b_quark 0 4.18 185.974 162 -15 90 b_quark 0 4.18 148.032 -144 -22 -26
b_quark 0 4.18 107.589 -7 105 22 b_quark 0 4.18 69.3864 -37 -8 -58
tau+ 0 1.78 170.027 -147 39 76 tau- 0 1.78 70.7613 62 -26 -22
b_quark 0 4.18 148.43 14 143 -37 b_quark 0 4.18 144.366 22 -138 36
b_quark 0 4.18 258.301 211 -134 65 b_quark 0 4.18 188.24 -137 122 -42
b_quark 0 4.18 128.458 20 -78 -100 b_quark 0 4.18 117.437 -75 57 70
b_quark 0 4.18 85.0322 -36 69 34 b_quark 0 4.18 135.464 -62 -67 -100
b_quark 0 4.18 142.813 59 129 -16 b_quark 0 4.18 72.1767 38 -38 -48
W+ 1 80.4 171.922 -73 -120 58 W- 1 80.4 121.713 77 39 -30
b_quark 0 4.18 163.394 126 -90 52 b_quark 0 4.18 65.1036 -26 59 8
b_quark 0 4.18 211.732 -115 -138 112 b_quark 0 4.18 132.372 94 85 -38
b_quark 0 4.18 199.087 144 -81 -111 b_quark 0 4.18 183.386 -126 131 24
W+ 1 80.4 150.609 123 27 19 W- 1 80.4 122.777 -61 20 67
b_quark 0 4.18 120.824 -18 -111 -44 b_quark 0 4.18 93.3728 69 54 -32
b_quark 0 4.18 130.685 -113 56 34 b_quark 0 4.18 111.065 89 -61 26
b_quark 0 4.18 142.283 -99 25 -99 b_quark 0 4.18 196.355 137 13 140
W+ 1 80.4 132.583 92 51 -7 W- 1 80.4 120.79 -1 -30 85
b_quark 0 4.18 174.446 -158 -35 -65 b_quark 0 4.18 205.515 97 103 149
W+ 1 80.4 168.381 -136 -16 56 W- 1 80.4 101.435 40 -44 17
b_quark 0 4.18 73.9964 -69 -24 11 b_quark 0 4.18 134.842 76 110 17
b_quark 0 4.18 94.4641 -79 -19 48 b_quark 0 4.18 64.9806 56 -30 13
b_quark 0 4.18 104.745 45 -73 60 b_quark 0 4.18 147.88 31 143 -21
W+ 1 80.4 134.112 93 13 -52 W- 1 80.4 189.127 -71 42 150
W+ 1 80.4 244.285 -169 109 -113 W- 1 80.4 172.099 136 -53 43
b_quark 0 4.18 225.913 167 147 39 b_quark 0 4.18 188.813 -118 -78 -125
b_quark 0 4.18 253.193 -67 -200 -140 b_quark 0 4.18 233.511 130 143 131
b_quark 0 4.18 166.897 -142 -83 -28 b_quark 0 4.18 154.079 125 87 -23
b_quark 0 4.18 193.273 -183 58 -22 b_quark 0 4.18 178.403 99 -128 -75
b_quark 0 4.18 156.724 76 -88 105 b_quark 0 4.18 140.611 -60 -5 -127
b_quark 0 4.18 151.141 61 81 -112 b_quark 0 4.18 195.252 -81 -141 108
b_quark 0 4.18 113.219 91 -26 62 b_quark 0 4.18 40.9692 -21 8 34
W+ 1 80.4 123.924 30 53 72 W- 1 80.4 98.2301 26 -45 22
b_quark 0 4.18 202.851 33 199 -21 b_quark 0 4.18 156.37 -63 -143 -4
b_quark 0 4.18 200.109 109 -148 -79 b_quark 0 4.18 94.48 -46 48 67
b_quark 0 4.18 211.94 183 66 -84 b_quark 0 4.18 97.6344 -95 21 7
W+ 1 80.4 116.525 20 -75 33 W- 1 80.4 178.463 33 86 -130
b_quark 0 4.18 213.292 -126 100 140 b_quark 0 4.18 118.611 49 -69 -83
b_quark 0 4.18 81.2556 -68 19 -40 b_quark 0 4.18 101.914 48 -89 -12
W+ 1 80.4 134.485 -98 13 -43 W- 1 80.4 147.53 89 -78 -36
b_quark 0 4.18 131.531 19 109 71 b_quark 0 4.18 52.5021 -43 -23 19
b_quark 0 4.18 229.021 16 -159 164 b_quark 0 4.18 195.764 -83 96 -149
tau+ 0 1.78 45.6855 -22 0 40 tau- 0 1.78 105.698 60 0 -87
b_quark 0 4.18 132.915 126 3 42 b_quark 0 4.18 153.465 -118 -93 -31
b_quark 0 4.18 104.098 -21 -87 -53 b_quark 0 4.18 164.768 111 13 121
b_quark 0 4.18 184.993 -18 -160 -91 b_quark 0 4.18 158.453 108 105 49
b_quark 0 4.18 188.755 51 41 -177 b_quark 0 4.18 100.992 -53 38 77
b_quark 0 4.18 117.977 -101 -60 10 b_quark 0 4.18 112.354 94 -37 49
b_quark 0 4.18 139.698 27 105 -88 b_quark 0 4.18 75.9636 51 -56 -4
b_quark 0 4.18 163.13 153 56 -7 b_quark 0 4.18 75.3822 -70 27 -6
b_quark 0 4.18 258.154 3 184 181 b_quark 0 4.18 205.666 -91 -140 -120
b_quark 0 4.18 67.5535 -64 -15 15 b_quark 0 4.18 62.6376 33 -39 36
b_quark 0 4.18 250.48 -69 161 -179 b_quark 0 4.18 174.644 -1 -149 91
b_quark 0 4.18 199.859 74 15 185 b_quark 0 4.18 208.145 -145 9 -149
W+ 1 80.4 230.974 -142 111 120 W- 1 80.4 140.915 78 -78 -35
b_quark 0 4.18 79.7212 25 68 -33 b_quark 0 4.18 135.958 -5 -109 81
b_quark 0 4.18 227.067 -10 149 -171 b_quark 0 4.18 167.498 -53 -98 125
b_quark 0 4.18 102.198 -71 -69 -25 b_quark 0 4.18 67.7235 4 43 -52
b_quark 0 4.18 117.382 -80 80 -31 b_quark 0 4.18 101.934 79 -6 -64
tau+ 0 1.78 131.439 -106 41 -66 tau- 0 1.78 185.168 146 -58 98
b_quark 0 4.18 284.602 198 184 -89 b_quark 0 4.18 163.519 -110 -85 86
W+ 1 80.4 186.626 -22 -140 91 W- 1 80.4 173.966 -74 132 -30
Z 1 91.2 240.432 -35 -189 -112 Z 1 91.2 187.559 -42 139 76
W+ 1 80.4 240.894 139 66 -167 W- 1 80.4 173.465 -44 -9 147
Z 1 91.2 186.833 -92 106 -83 Z 1 91.2 128.571 12 -62 65
b_quark 0 4.18 145.943 64 -5 -131 b_quark 0 4.18 131.497 -67 88 71
W+ 1 80.4 146.308 55 -99 46 W- 1 80.4 171.546 -28 138 -56
tau+ 0 1.78 82.1716 42 -43 56 tau- 0 1.78 181.948 -109 14 -145
b_quark 0 4.18 133.283 131 15 -19 b_quark 0 4.18 73.6103 -36 -3 -64
b_quark 0 4.18 119.308 1 46 110 b_quark 0 4.18 148.834 -94 -23 -113
b_quark 0 4.18 289.918 69 -193 -205 b_quark 0 4.18 192.319 -97 98 134
b_quark 0 4.18 207.476 -128 146 73 b_quark 0 4.18 197.948 126 -147 -41
b_quark 0 4.18 138.775 -22 46 129 b_quark 0 4.18 148.82 60 -37 -131
W+ 1 80.4 232.977 -11 -202 83 W- 1 80.4 170.359 3 150 -7
b_quark 0 4.18 106.993 -35 -94 37 b_quark 0 4.18 151.807 32 148 -10
b_quark 0 4.18 154.167 105 110 25 b_quark 0 4.18 159.344 -5 -142 -72
tau+ 0 1.78 207.635 98 144 113 tau- 0 1.78 163.646 -84 -64 -125
W+ 1 80.4 183.843 10 -165 3 W- 1 80.4 202.052 55 150 -94
b_quark 0 4.18 271.885 -148 -60 -220 b_quark 0 4.18 180.273 114 66 123
b_quark 0 4.18 229.683 -172 103 112 b_quark 0 4.18 152.959 83 -121 -43
W+ 1 80.4 162.349 116 14 -79 W- 1 80.4 168.066 -129 -55 46
b_quark 0 4.18 304.804 228 -10 -202 b_quark 0 4.18 206.498 -136 -88 128
b_quark 0 4.18 89.2159 70 39 -39 b_quark 0 4.18 76.4099 -42 24 59
b_quark 0 4.18 248.633 165 -60 -176 b_quark 0 4.18 175.33 -125 67 103
tau+ 0 1.78 103.746 64 -70 -42 tau- 0 1.78 86.3781 13 83 -20
b_quark 0 4.18 211.753 142 -157 3 b_quark 0 4.18 122.668 -91 70 -43
b_quark 0 4.18 204.703 46 -143 -139 b_quark 0 4.18 100.357 -3 91 42
b_quark 0 4.18 104.582 80 -62 26 b_quark 0 4.18 129.397 -29 126 3
b_quark 0 4.18 226.562 -34 141 174 b_quark 0 4.18 151.233 5 -98 -115
W+ 1 80.4 171.846 -119 -41 -85 W- 1 80.4 160.416 82 1 112
b_quark 0 4.18 233.4 179 144 41 b_quark 0 4.18 169.167 -84 -138 50
b_quark 0 4.18 244.801 -205 91 98 b_quark 0 4.18 197.966 119 -84 -134
b_quark 0 4.18 158.91 -135 73 -41 b_quark 0 4.18 93.2388 86 -16 32
b_quark 0 4.18 215.162 135 164 34 b_quark 0 4.18 166.462 -134 -94 -30
tau+ 0 1.78 104.829 92 41 29 tau- 0 1.78 60.4745 -53 -13 26
b_quark 0 4.18 203.501 -99 -155 87 b_quark 0 4.18 168.726 55 125 -99
b_quark 0 4.18 234.462 37 75 219 b_quark 0 4.18 152.274 -93 11 -120
b_quark 0 4.18 138.4 -118 37 62 b_quark 0 4.18 160.139 105 -119 -21
tau+ 0 1.78 131.496 -34 -16 -126 tau- 0 1.78 157.443 125 18 94
b_quark 0 4.18 142.869 -53 -71 112 b_quark 0 4.18 77.8362 59 -16 -48
b_quark 0 4.18 71.4106 -52 47 13 b_quark 0 4.18 120.646 52 35 -103
Z 1 91.2 197.404 -127 91 -79 Z 1 91.2 178.142 64 0 139
tau+ 0 1.78 128.644 29 24 -123 tau- 0 1.78 134.496 -9 -62 119
b_quark 0 4.18 220.741 132 154 87 b_quark 0 4.18 109.048 -77 -64 -43
W+ 1 80.4 222.234 86 178 62 W- 1 80.4 182.234 -122 -106 25
b_quark 0 4.18 151.893 119 -78 -53 b_quark 0 4.18 140.668 -65 -13 124
tau+ 0 1.78 76.8711 -65 0 41 tau- 0 1.78 128.834 91 -85 -33
b_quark 0 4.18 28.4161 -22 9 -15 b_quark 0 4.18 132.512 78 -3 107
b_quark 0 4.18 82.84 20 -62 -51 b_quark 0 4.18 171.946 -18 82 150
b_quark 0 4.18 116.118 -56 93 41 b_quark 0 4.18 119.727 42 -112 3
b_quark 0 4.18 62.028 -35 -42 29 b_quark 0 4.18 145.569 112 23 -90
W+ 1 80.4 189.13 11 -36 -167 W- 1 80.4 182.935 8 84 141
b_quark 0 4.18 163.188 62 -100 -113 b_quark 0 4.18 108.713 32 84 61
b_quark 0 4.18 149.196 136 -61 5 b_quark 0 4.18 140.867 -124 -27 -61
b_quark 0 4.18 161.72 146 46 -52 b_quark 0 4.18 119.208 -98 -58 35
b_quark 0 4.18 240.847 -215 -89 62 b_quark 0 4.18 133.942 133 15 3
b_quark 0 4.18 234.971 -193 88 101 b_quark 0 4.18 183.367 149 -77 -74
tau+ 0 1.78 138.64 -25 -47 128 tau- 0 1.78 38.486 -23 -7 -30
b_quark 0 4.18 194.068 -84 -158 75 b_quark 0 4.18 173.348 16 120 -124
b_quark 0 4.18 107.273 49 25 92 b_quark 0 4.18 128.294 25 -21 -124
b_quark 0 4.18 252.273 -82 -16 -238 b_quark 0 4.18 178.338 109 -5 141
b_quark 0 4.18 163.715 -21 150 62 b_quark 0 4.18 118.349 -2 -116 23
b_quark 0 4.18 210.887 -96 118 146 b_quark 0 4.18 223.174 150 -125 -108
b_quark 0 4.18 213.922 96 185 48 b_quark 0 4.18 192.809 -119 -119 -94
b_quark 0 4.18 246.113 148 -171 97 b_quark 0 4.18 140.753 -71 112 -47
b_quark 0 4.18 200.378 127 -106 -113 b_quark 0 4.18 135.479 -38 42 123
b_quark 0 4.18 265.263 -137 113 197 b_quark 0 4.18 130.945 86 -18 -97
b_quark 0 4.18 191.425 -92 141 91 b_quark 0 4.18 179.286 139 -102 -49
b_quark 0 4.18 204.016 -176 -102 -15 b_quark 0 4.18 107.575 97 25 39
b_quark 0 4.18 174.538 67 -161 -6 b_quark 0 4.18 112.599 -6 112 -9
b_quark 0 4.18 126.331 -29 101 -70 b_quark 0 4.18 162.891 94 -36 128
b_quark 0 4.18 252.989 35 205 144 b_quark 0 4.18 212.888 -66 -138 -148
b_quark 0 4.18 222.242 -197 98 -31 b_quark 0 4.18 169.445 147 -58 -61
b_quark 0 4.18 213.856 -68 -97 178 b_quark 0 4.18 158.677 52 16 -149
b_quark 0 4.18 138.486 135 -6 30 b_quark 0 4.18 103.66 -88 50 -22
b_quark 0 4.18 174.767 159 42 59 b_quark 0 4.18 115.05 -93 -67 9
W+ 1 80.4 146.96 115 -12 42 W- 1 80.4 171.977 -130 64 -46
b_quark 0 4.18 156.456 -144 50 35 b_quark 0 4.18 140.483 137 7 -30
W+ 1 80.4 179.639 89 91 98 W- 1 80.4 127.731 -83 -19 -51
b_quark 0 4.18 196.742 177 80 31 b_quark 0 4.18 156.357 -135 -66 43
W+ 1 80.4 120.209 85 -20 19 W- 1 80.4 167.371 -128 -38 61
tau+ 0 1.78 231.992 -59 220 -44 tau- 0 1.78 164.9 25 -142 80
b_quark 0 4.18 188.739 -60 -161 -78 b_quark 0 4.18 164.3 132 97 -12
W+ 1 80.4 221.68 189 51 66 W- 1 80.4 197.821 -107 -22 -144
b_quark 0 4.18 210.301 136 -48 153 b_quark 0 4.18 226.825 -142 128 -122
b_quark 0 4.18 268.692 -144 221 51 b_quark 0 4.18 163.51 58 -127 -85
b_quark 0 4.18 202.318 -195 -53 9 b_quark 0 4.18 130.872 111 42 -55
b_quark 0 4.18 149.584 3 -125 -82 b_quark 0 4.18 51.9179 31 39 14
b_quark 0 4.18 94.2044 73 -42 -42 b_quark 0 4.18 39.134 17 -21 28
b_quark 0 4.18 34.7487 18 29 -5 b_quark 0 4.18 10.1721 -6 5 -5
b_quark 0 4.18 214.752 -145 74 140 b_quark 0 4.18 165.621 145 -68 -42
b_quark 0 4.18 81.948 36 -41 61 b_quark 0 4.18 161.092 54 -56 -141
b_quark 0 4.18 179.063 -101 -118 -89 b_quark 0 4.18 128.664 60 56 99
W+ 1 80.4 180.181 -32 -119 104 W- 1 80.4 133.676 72 50 -61
W+ 1 80.4 159.233 -49 113 61 W- 1 80.4 121.401 -5 -85 32
b_quark 0 4.18 270.626 -220 -130 -89 b_quark 0 4.18 224.699 128 142 118
b_quark 0 4.18 117.735 -28 8 114 b_quark 0 4.18 159.786 89 13 -132
b_quark 0 4.18 203.871 -121 96 133 b_quark 0 4.18 125.074 71 -28 -99
b_quark 0 4.18 180.029 132 85 88 b_quark 0 4.18 150.78 -84 6 -125
W+ 1 80.4 261.979 -100 -160 -163 W- 1 80.4 167.509 87 99 65
b_quark 0 4.18 201.409 -22 -200 -8 b_quark 0 4.18 161.144 5 143 74
W+ 1 80.4 195.018 -72 -128 -100 W- 1 80.4 92.4617 -1 40 22
W+ 1 80.4 258.057 158 107 -154 W- 1 80.4 196.757 -115 -40 132
b_quark 0 4.18 164.476 35 -77 141 b_quark 0 4.18 106.431 58 61 -65
b_quark 0 4.18 146.514 2 -81 -122 b_quark 0 4.18 202.038 88 107 147
b_quark 0 4.18 36.6261 10 -18 30 b_quark 0 4.18 119.61 68 -16 -97
b_quark 0 4.18 165.673 -14 147 -75 b_quark 0 4.18 154.53 -41 -65 134
b_quark 0 4.18 121.748 -108 -15 -54 b_quark 0 4.18 140.323 134 -6 -41
b_quark 0 4.18 128.446 -56 -87 76 b_quark 0 4.18 142.294 22 135 -39
b_quark 0 4.18 191.006 -96 129 103 b_quark 0 4.18 146.241 137 -50 -10
b_quark 0 4.18 131.402 28 -97 -84 b_quark 0 4.18 71.9616 15 70 6
b_quark 0 4.18 143.079 73 110 55 b_quark 0 4.18 136.038 23 -134 -2
W+ 1 80.4 107.987 56 -6 -45 W- 1 80.4 143.698 -60 96 -37
W+ 1 80.4 167.965 -88 -102 -60 W- 1 80.4 147.693 7 120 -30
W+ 1 80.4 243.701 41 -218 -61 W- 1 80.4 220.522 -134 147 51
b_quark 0 4.18 121.932 116 35 -13 b_quark 0 4.18 144.4 -105 -97 20
b_quark 0 4.18 137.766 -116 -45 -59 b_quark 0 4.18 126.943 22 123 -22
b_quark 0 4.18 103.569 64 -58 57 b_quark 0 4.18 120.977 -105 -28 -53
b_quark 0 4.18 317.936 220 195 121 b_quark 0 4.18 188.662 -126 -106 -92
b_quark 0 4.18 158.457 -131 -19 -87 b_quark 0 4.18 85.4545 56 -30 57
b_quark 0 4.18 235.396 -61 227 12 b_quark 0 4.18 140.155 16 -133 41
b_quark 0 4.18 131.653 127 15 31 b_quark 0 4.18 126.279 -126 -2 7
b_quark 0 4.18 197.592 -170 18 -99 b_quark 0 4.18 192.09 141 70 110
b_quark 0 4.18 163.182 -147 -39 -59 b_quark 0 4.18 180.794 138 104 53
b_quark 0 4.18 212.437 102 162 -92 b_quark 0 4.18 162.399 -74 -108 96
W+ 1 80.4 222.347 -75 65 -182 W- 1 80.4 205.609 113 29 149
b_quark 0 4.18 315.408 -223 194 -110 b_quark 0 4.18 213.278 123 -146 95
W+ 1 80.4 151.727 -50 -91 -76 W- 1 80.4 168.328 145 26 -13
b_quark 0 4.18 224.302 -122 129 -137 b_quark 0 4.18 98.3589 32 -77 52
b_quark 0 4.18 150.766 -130 22 -73 b_quark 0 4.18 88.9914 85 -1 -26
b_quark 0 4.18 186.068 90 98 -130 b_quark 0 4.18 105.406 -20 -17 102
b_quark 0 4.18 182.303 68 -72 153 b_quark 0 4.18 145.93 19 114 -89
W+ 1 80.4 120.678 -33 73 -41 W- 1 80.4 172.027 84 -107 68
b_quark 0 4.18 89.4398 43 78 -7 b_quark 0 4.18 166.956 -104 -129 -20
b_quark 0 4.18 168.649 19 -92 140 b_quark 0 4.18 61.4693 -2 29 -54
b_quark 0 4.18 285.367 -178 -223 -2 b_quark 0 4.18 166.597 93 128 -52
b_quark 0 4.18 98.033 -26 9 94 b_quark 0 4.18 135.921 -59 24 -120
b_quark 0 4.18 93.6508 24 89 -16 b_quark 0 4.18 143.299 32 -113 82
b_quark 0 4.18 120.119 -81 31 -83 b_quark 0 4.18 109.126 87 59 29
b_quark 0 4.18 195.022 -64 -152 -104 b_quark 0 4.18 195.902 66 110 148
W+ 1 80.4 147.534 74 -51 85 W- 1 80.4 111.36 10 19 -74
b_quark 0 4.18 116.63 -90 -61 42 b_quark 0 4.18 140.899 119 75 7
b_quark 0 4.18 317.62 -194 -198 -155 b_quark 0 4.18 206.51 110 127 120
W+ 1 80.4 164.843 138 -33 24 W- 1 80.4 138.341 -107 28 21
tau+ 0 1.78 236.724 -39 183 145 tau- 0 1.78 185.411 17 -134 -127
b_quark 0 4.18 195.971 43 -167 93 b_quark 0 4.18 123.509 -94 76 -25
b_quark 0 4.18 218.638 -30 191 102 b_quark 0 4.18 221.87 115 -128 -140
b_quark 0 4.18 89.1037 84 5 29 b_quark 0 4.18 98.0126 -52 -81 -18
b_quark 0 4.18 241.656 142 46 190 b_quark 0 4.18 168.913 -68 -101 -117
b_quark 0 4.18 153.569 126 -61 63 b_quark 0 4.18 48.9844 -43 23 -2
b_quark 0 4.18 134.861 56 75 97 b_quark 0 4.18 119.681 -29 -116 -3
tau+ 0 1.78 257.399 -39 -197 161 tau- 0 1.78 150.403 -39 109 -96
b_quark 0 4.18 89.0307 -81 -32 -18 b_quark 0 4.18 148.521 108 99 24
Z 1 91.2 138.558 24 -84 -57 Z 1 91.2 153.145 -36 36 112
b_quark 0 4.18 266.155 6 -231 132 b_quark 0 4.18 166.774 34 132 -96
b_quark 0 4.18 174.133 28 -161 60 b_quark 0 4.18 192.423 -109 138 -78
b_quark 0 4.18 105.96 105 -13 4 b_quark 0 4.18 120.347 -101 59 -28
b_quark 0 4.18 281.559 -183 -213 20 b_quark 0 4.18 189.197 112 145 -47
W+ 1 80.4 155.078 35 -58 114 W- 1 80.4 171.225 -98 95 -65
b_quark 0 4.18 179.798 -145 106 7 b_quark 0 4.18 121.213 95 -63 41
W+ 1 80.4 183.905 -100 74 -109 W- 1 80.4 184.451 99 -114 69
b_quark 0 4.18 91.074 -58 -68 17 b_quark 0 4.18 144.3 -14 103 -100
b_quark 0 4.18 93.4423 24 53 -73 b_quark 0 4.18 147.66 -13 -79 124
b_quark 0 4.18 113.333 -37 53 -93 b_quark 0 4.18 139.207 36 -128 41
b_quark 0 4.18 198.513 -125 154 7 b_quark 0 4.18 157.865 78 -136 -18
b_quark 0 4.18 114.61 27 -17 -110 b_quark 0 4.18 158.942 -125 -28 94
W+ 1 80.4 209.898 100 32 -163 W- 1 80.4 113.407 -40 6 69
tau+ 0 1.78 131.697 96 85 30 tau- 0 1.78 95.0745 -54 -66 42
W+ 1 80.4 202.608 88 129 -101 W- 1 80.4 188.863 -97 -140 14
b_quark 0 4.18 120.907 49 -10 110 b_quark 0 4.18 175.572 -114 -44 -126
b_quark 0 4.18 44.1755 -43 -2 -9 b_quark 0 4.18 55.4569 4 21 51
b_quark 0 4.18 186.659 -98 82 -136 b_quark 0 4.18 120.476 60 9 104
b_quark 0 4.18 269.047 -113 8 -244 b_quark 0 4.18 205.576 138 36 148
b_quark 0 4.18 38.5159 -32 -9 19 b_quark 0 4.18 71.9894 2 69 20
b_quark 0 4.18 179.442 -111 -105 -94 b_quark 0 4.18 85.8107 71 48 1
